|h2e2
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,h2g2|g7h5
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,h2g2,g7h5|b2a2
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,h2g2,g7h5,b2a2|c9e7
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,h2g2,g7h5,b2a2,c9e7|a0b0
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,h2g2,g7h5,b2a2,c9e7,a0b0|i8d8
h2e2,h9g7,c3c4,i9h9,h0g2,g6g5,b0c2,b9c7,i0h0,b7b3|e3e4
h2e2,h9g7,c3c4,i9h9,h0g2,g6g5,b0c2,b9c7,i0h0,b7b3,e3e4|h7h3
g3g4,c9e7,h0g2,h9i7,b2e2|i9i8
c3c4,b7c7,h2e2,c9e7,c0a2,h9g7,h0g2,i9i8,i0h0,h7i7|b2d2
h0g2,g6g5,c3c4,h9g7,b0c2,b9a7,a3a4|g9e7
h0g2,g6g5,c3c4,h9g7,b0c2,b9a7,a3a4,b7d7|a0b0
h0g2,g6g5,c3c4,h9g7,b0c2,b9a7,a3a4,b7d7,a0b0|a9b9
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,b0a2,b9c7,i0h0|a6a5
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,b0a2,b9c7,i0h0,a6a5|b2c2
g0e2,h7d7,i0i1,h9g7,i1d1,f9e8,b0c2|i9h9
g0e2,h7d7,i0i1,h9g7,i1d1,f9e8,b0c2,i9h9|h0f1
g0e2,h7d7,i0i1,h9g7,i1d1,f9e8,b0c2,i9h9,h0f1|c6c5
c3c4,g6g5,b0c2,h9g7,h0i2,b7e7,g0e2|b9c7
g0e2,b9c7,g3g4,c6c5,h0g2,c7d5,b0c2,h7c7,h2h5|b7b5
g0e2,b9c7,g3g4,c6c5,h0g2,c7d5,b0c2,h7c7,h2h5,b7b5|i0h0
g0e2,b9c7,g3g4,c6c5,h0g2,c7d5,b0c2,h7c7,h2h5,b7b5,i0h0|h9g7
c0e2,b7f7,g3g4,b9c7,b2d2|a9b9
h2e2,h7e7,h0g2,i9i8,i0h0,h9g7,g3g4,i8d8,b0c2,b9a7|c3c4
h0g2,g6g5,h2i2,h9g7,i0h0,i9h9,h0h6,h7i7,h6g6|b9c7
h0g2,g6g5,h2i2,h9g7,i0h0,i9h9,h0h6,h7i7,h6g6,b9c7|c3c4
g0e2,g6g5,c3c4,h9g7,b0c2,b9a7,a0a1,a9a8,a1g1|g9e7
g0e2,g6g5,c3c4,h9g7,b0c2,b9a7,a0a1,a9a8,a1g1,g9e7|g3g4
g0e2,g6g5,c3c4,h9g7,b0c2,b9a7,a0a1,a9a8,a1g1,g9e7,g3g4|g5g4
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5|c3c4
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4|h7h3
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,h7h3|b0c2
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,h7h3,b0c2|b7e7
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,h7h3,b0c2,b7e7|a0b0
c3c4,c9e7,b2e2,h9g7,b0c2,g6g5,a0b0,a9a7|h2f2
c3c4,c9e7,b2e2,h9g7,b0c2,g6g5,a0b0,a9a7,h2f2|i9h9
c3c4,c9e7,b2e2,h9g7,b0c2,g6g5,a0b0,a9a7,h2f2,i9h9|h0g2
h2f2,g6g5,b2e2,h9g7|b0c2
h2f2,g6g5,b2e2,h9g7,b0c2|b9c7
h2e2,d9e8|h0g2
h2e2,d9e8,h0g2|h7d7
h2e2,d9e8,h0g2,c9e7|i0h0
h2e2,d9e8,h0g2,c9e7,i0h0|i6i5
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,h2h6,g6g5,b2e2,b9c7|b0c2
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,h2h6,g6g5,b2e2,b9c7,b0c2|a9b9
c3c4,g6g5,h2g2,h9i7,h0i2|i9h9
c3c4,g6g5,h2g2,h9i7,h0i2,i9h9|i0h0
g3g4,c6c5,h0g2,b9c7,b0a2,h9g7|g0e2
g0e2,h9i7,c3c4,h7f7|h0g2
g0e2,h9i7,c3c4,h7f7,h0g2|i9h9
g0e2,h9i7,c3c4,h7f7,h0g2,i9h9|i0h0
g0e2,h9i7,c3c4,h7f7,h0g2,i9h9,i0h0|h9h5
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,h7h3,b2b4,b7c7|b0a2
g3g4,g9e7,h2e2,h9g7,h0g2,i9h9|i0h0
g3g4,g9e7,h2e2,h9g7,h0g2,i9h9,i0h0|c6c5
g3g4,g9e7,h2e2,h9g7,h0g2,i9h9,i0h0,c6c5|b0a2
g3g4,g9e7,h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,b0a2|b9c7
g3g4,g9e7,h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,b0a2,b9c7|a0a1
h2e2,h9g7,c3c4,i9h9,h0g2,g6g5,b0c2,b7e7,a0b0,b9c7,b2a2|a9a8
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,b9c7,i0i1|h9h5
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,b9c7,i0i1,h9h5|i1d1
h2e2,h7e7,h0g2,h9g7,g3g4,i9h9,b0c2,b9c7,i0i1,h9h5,i1d1|c6c5
b0c2,c6c5,a0a1|b9c7
g0e2,h7e7,b0c2,h9g7,h2f2,i9h9,h0g2,b9c7,c3c4|e6e5
g0e2,h7e7,b0c2,h9g7,h2f2,i9h9,h0g2,b9c7,c3c4,e6e5|f0e1
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,b0a2,d9e8|b2b6
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,i0h0,b9c7,b0a2,d9e8,a0a1|c9e7
c3c4,g9e7,h2e2|h9g7
c3c4,g9e7,h2e2,b9c7|h0g2
c3c4,g9e7,h2e2,b9c7,h0g2|h7f7
c3c4,g9e7,h2e2,b9c7,h0g2,h7f7|i0h0
h2e2,b7e7,h0g2,h9i7,i0h0,i9h9,b0a2|b9c7
h2e2,b7e7,h0g2,h9i7,i0h0,i9h9,b0a2,b9c7|a0b0
h2e2,b7e7,h0g2,h9i7,i0h0,i9h9,b0a2,b9c7,a0b0|a9b9
h2e2,b7e7,h0g2,h9i7,i0h0,i9h9,b0a2,b9c7,a0b0,a9b9|a3a4
c3c4,g6g5,b2e2,b9c7,b0c2,a9b9,a0b0,h9g7,h2h6,c9e7,h6g6|i9h9
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6,b9c7,c3c4,g9e7,h6g6|h9g9
h2e2,c9e7,h0g2,i6i5,i0h0,i5i4|i3i4
h2e2,c9e7,h0g2,i6i5,i0h0,i5i4,i3i4|i9i4
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,a0b0,b9b5,b2a2,b5b0|c2b0
c3c4,b7c7,g0e2,b9a7,b0c2,a9b9,a0b0,b9b5,b2a2,b5b0,c2b0|h7e7
c3c4,b7c7,h2e2,h9g7,h0g2,c6c5,i0h0,c5c4,b0a2,i9i8,a0b0|b9a7
h2e2,h9g7,c3c4,g6g5,h0g2,i9h9,b0c2,b9c7,i0h0|c9e7
b0a2,h7e7,h0g2,h9g7,i0h0,i9h9,g3g4|h9h5
b0a2,h7e7,h0g2,h9g7,i0h0,i9h9,g3g4,h9h5|g0e2
h2e2,c9e7,h0g2,i6i5,b0c2|d9e8
c3c4,c9e7,b2d2,b9d8,b0c2,h9i7|a0b0
c3c4,b7c7,g0e2,b9a7,b0c2,h7e7,a0b0,h9g7,b2a2|i9h9
c3c4,b7c7,g0e2,b9a7,b0c2,h7e7,a0b0,h9g7,b2a2,i9h9|h2f2
c3c4,b7c7,g0e2,b9a7,b0c2,h7e7,a0b0,h9g7,b2a2,i9h9,h2f2|a9a8
c3c4,g6g5,b2e2,h9g7,b0c2,b9c7,a0b0,a9b9,h0i2,c9e7|i0i1
c3c4,g6g5,b0c2,h9g7,b2a2,b9c7,a0b0,a9b9,h0i2,g9e7|i0i1
b2e2,b9c7,b0c2,a9b9,c3c4,b7a7|h0g2
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,c0e2|c9e7
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,c0e2,c9e7|h2f2
c3c4,g6g5,b0c2,h9g7,h0i2,i9i8,c0e2,c9e7,h2f2|i8c8
c3c4,g6g5,h2g2,g9e7,h0i2,h9g7,i0h0,i9h9,h0h4,h7i7,h4f4|b9a7
g3g4,c6c5,h2e2,h9g7,h0g2,b9c7,i0h0|i9h9
g3g4,c6c5,h2e2,h9g7,h0g2,b9c7,i0h0,i9h9|b0a2
g3g4,c6c5,h2e2,h9g7,h0g2,b9c7,i0h0,i9h9,b0a2|a6a5
g0e2,h9i7,h0g2,c6c5|b0a2
g0e2,h9i7,h0g2,c6c5,b0a2|b9c7
h2f2,h7f7,h0i2|h9g7
h2f2,h7f7,h0i2,h9g7|i0h0
h2f2,b7e7,b0c2,h9g7,h0g2,i9h9|i0h0
h2f2,b7e7,b0c2,h9g7,h0g2,i9h9,i0h0|b9c7
c3c4,b7c7,h2e2,c9e7,d0e1,i9i8,b2d2,i8d8,h0g2,h9i7|i0h0
c3c4,b7c7,h2e2,c9e7,e2e6,d9e8,i0i2,c6c5|i2d2
c3c4,b7c7,h2e2,c9e7,e2e6,d9e8,i0i2,c6c5,i2d2|c5c4
c3c4,b7c7,h2e2,c9e7,e2e6,d9e8,i0i2,c6c5,i2d2,c5c4|c0e2
c3c4,b7c7,h2e2,c9e7,e2e6,d9e8,i0i2,c6c5,i2d2,c5c4,c0e2|c7c9
h2e2,h9g7,g3g4,i9h9,h0g2,c6c5,b0a2,b9c7,i0h0,a6a5,b2c2|c7b5
g3g4,h7g7,b0c2,h9i7|h0g2
g3g4,h7g7,b0c2,h9i7,h0g2|i9h9
g3g4,h7g7,b0c2,h9i7,h0g2,i9h9|g2f4
g3g4,h7g7,b0c2,h9i7,h0g2,i9h9,g2f4|b9c7
g0e2,h7d7,c3c4,h9g7,h2f2,b9a7,b0c2,b7c7,a0b0,a9b9,h0g2|i9h9
h2e2,h7e7,h0g2,h9g7,i0h0,g6g5,c3c4,b7b3,b0c2,b9c7,c2d4|b3g3
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,h7h3,b0c2,b9c7|b2b4
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,c3c4,h7h3,b0c2,b9c7,b2b4|c9e7
h2d2,h7e7,h0g2,h9g7,i0h0,i9i8,b0c2,i8d8,h0h4|b9c7
h2d2,h7e7,h0g2,h9g7,i0h0,i9i8,b0c2,i8d8,h0h4,b9c7|d0e1
g0e2,h7d7,h2f2,h9g7,h0g2,g6g5|c3c4
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,c0e2,i9i8,h2i2|g6g5
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,c0e2,i9i8,h2i2,g6g5|g4g5
b0c2,c6c5,g3g4,b9c7,h0g2,h9i7,c0e2,i9i8,h2i2,g6g5,g4g5|i8g8
b0c2,c6c5,h2e2,h9g7,h0g2,i9h9,i0i1,b9c7,i1d1,c9e7|e3e4
b0c2,c6c5,h2e2,h9g7,h0g2,i9h9,i0i1,b9c7,i1d1,c9e7,e3e4|d9e8
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,b0c2,c6c5,b2b6,c9e7|b6g6
g0e2,h7d7,h0g2,g6g5,i0h0,h9g7,c3c4,b9a7|b0c2
g3g4,c6c5,h0g2,b9c7,c0e2,h9i7,i0i1,c9e7,b0d1|i9i8
g3g4,c6c5,h0g2,b9c7,c0e2,h9i7,i0i1,c9e7,b0d1,i9i8|a0c0
g3g4,c6c5,h0g2,b9c7,c0e2,h9i7,i0i1,c9e7,b0d1,i9i8,a0c0|i8d8
h2d2,h9g7,h0g2,i9h9,g3g4,h7i7,b0a2,a6a5,a0a1|b9a7
h2d2,h9g7,h0g2,i9h9,g3g4,h7i7,b0a2,a6a5,a0a1,b9a7|a1f1
h2d2,h9g7,h0g2,i9h9,g3g4,h7i7,b0a2,a6a5,a0a1,b9a7,a1f1|b7d7
g0e2,c6c5,g3g4,b9c7,h0g2,c9e7|b0a2
g0e2,c6c5,g3g4,b9c7,h0g2,c9e7,b0a2|h9i7
c3c4,b7c7,h2e2,c9e7,h0g2,h9g7,i0h0,i9h9,b0c2|g6g5
c3c4,b7c7,h2e2,c9e7,h0g2,h9g7,i0h0,i9h9,b0c2,c6c5|c2d4
c3c4,b7c7,h2e2,c9e7,h0g2,h9g7,i0h0,i9h9,b0c2,c6c5,c2d4|c5c4
h2e2,b9c7,c3c4,g6g5,b0c2,h9g7,h0g2,i9h9,b2b4,g9e7|i0h0
h2e2,b9c7,c3c4,g6g5,b0c2,h9g7,h0g2,i9h9,b2b4,g9e7,i0h0|a9a8
h2e2,b9c7,c3c4,g6g5,h0g2,h7f7,i0h0,h9g7,b2b4|g9e7
h2e2,b9c7,c3c4,g6g5,h0g2,h7f7,i0h0,h9g7,b2b4,g9e7|b0c2
h0g2,g6g5,b2d2,h9g7,b0c2,b9a7,a0b0,a9b9,g0e2|i9i8
b0c2,c6c5,g3g4,b9c7,h0g2,a9a8,b2a2,c7b5,g2f4,g9e7|h2f2
b0c2,c6c5,g3g4,b9c7,h0g2,a9a8,b2a2,c7b5,g2f4,g9e7,h2f2|h9g7
g0e2,g6g5,b0c2,h9g7,c3c4,b9a7,a0a1,g9e7,a1f1|a9a8
b2d2,c6c5,b0a2,b9c7,h2e2|h9g7
c3c4,b7c7,b0a2,b9a7,a0b0,a9b9,b2b6|h9g7
c3c4,b7c7,b0a2,b9a7,a0b0,a9b9,b2b6,h9g7|h2e2
c3c4,b7c7,b0a2,b9a7,a0b0,a9b9,b2b6,h9g7,h2e2|i9h9
g0e2,b7d7,b0a2,b9a7,a0a1,a9b9,a1d1,f9e8,a3a4|b9b5
g0e2,b7d7,b0a2,b9a7,a0a1,a9b9,a1d1,f9e8,a3a4,b9b5|d1d4
c3c4,g6g5,b0c2,h9g7,h0i2,b7e7,a0b0,b9c7,b2a2,a9a8|b0b5
c3c4,g6g5,b0c2,h9g7,h0i2,b7e7,a0b0,b9c7,b2a2,a9a8,b0b5|a8f8
g0e2,h7e7,b0c2,h9g7,h2f2,i9h9,h0g2,c6c5,g3g4,b9c7,g2f4|h9h3
g0e2,b9c7,b2c2,a9b9,c2c6|b7a7
b2f2,b9c7,b0c2,a9b9,g3g4,c6c5|h0g2
b2f2,b9c7,b0c2,a9b9,g3g4,c6c5,h0g2|h9i7
b2f2,b9c7,b0c2,a9b9,g3g4,c6c5,h0g2,h9i7|c0e2
c3c4,b7c7,b0a2,g6g5,h2e2,h9g7,h0g2,i9h9,a0b0|h7i7
c3c4,b7c7,b0a2,g6g5,h2e2,h9g7,h0g2,i9h9,a0b0,h7i7|b2b4
c3c4,g9e7,b0c2,h9g7,g0e2|b9a7
h2d2,h9g7,h0g2,i9h9,c3c4,h7i7,b0c2,g6g5|g0e2
g0e2,h7d7,c3c4,h9g7,b0c2,i9h9,h0f1,b9a7,a0a1,c9e7|i0h0
h2d2,g6g5,c3c4|h9g7
h2d2,g6g5,c3c4,h9g7|b0c2
h2d2,g6g5,c3c4,h9g7,b0c2|i9h9
h2e2,b9c7,h0g2,h7f7,g3g4,c6c5,i0h0,h9g7,b0a2,g9e7,b2d2|a9b9
g0e2,h9g7,g3g4,c6c5,h0g2,b9c7,b0a2,a6a5,a0a1,g9e7|a1d1
g0e2,h9g7,g3g4,c6c5,h0g2,b9c7,b0a2,a6a5,a0a1,g9e7,a1d1|b7b5
h2e2,h9g7,g3g4,c6c5,h0g2,i9h9,i0h0,b9c7,b0c2|g9e7
b0c2,c6c5,h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,g3g4,a9a8,b2b6|c7b5
c3c4,b7c7,h2e2,f9e8,b0a2,b9a7,a0b0,a9b9,h0g2|b9b5
h2e2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9c7,i0i1,a9a8,a0a1|g9e7
c0e2,h9g7,c3c4|g6g5
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,b2c2,a6a5|a0a1
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,b2c2,a6a5,a0a1|c7b5
h2d2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9a7,b2b6,d9e8|c2d4
h2d2,h9g7,h0g2,i9h9,c3c4,g6g5,b0c2,b9a7,b2b6,d9e8,c2d4|c9e7
c3c4,b7c7,h2e2,c9e7,d0e1,h9g7,h0g2,i9h9,g3g4,b9d8|b2d2
c3c4,b7c7,h2e2,c9e7,d0e1,h9g7,h0g2,i9h9,g3g4,b9d8,b2d2|a9b9
c3c4,g6g5,b2e2,c9e7|b0c2
h2d2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,b0a2,a6a5|g0e2
h2d2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,b0a2,a6a5,g0e2|a9a6
h2e2,h9g7,h0g2,i9h9,i0h0,b7e7,c3c4,h7h3,g3g4,b9c7|b0c2
h2e2,h9g7,h0g2,i9h9,i0h0,b7e7,c3c4,h7h3,g3g4,b9c7,b0c2|a9b9
c3c4,h9g7,b0c2,i9i8,h2e2,c9e7|h0g2
c3c4,h9g7,b0c2,i9i8,h2e2,c9e7,h0g2|i8d8
h2e2,b7e7,b0c2,h9g7|h0g2
c3c4,h9g7,b0c2,b7e7|a0b0
c3c4,h9g7,b0c2,b7e7,a0b0|b9c7
c3c4,h9g7,b0c2,b7e7,a0b0,b9c7|h0g2
b0c2,c6c5,h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,e3e4,i9h9|c2e3
c3c4,g6g5,b0c2,h9g7,h0i2,c9e7,i0i1,i9i8,b2a2|b9c7
g0e2,b7d7,g3g4,b9c7,a0a1,a9b9,a1d1,f9e8,h2f2,h9i7|h0g2
g0e2,b7d7,g3g4,b9c7,a0a1,a9b9,a1d1,f9e8,h2f2,h9i7,h0g2|i9h9
c3c4,g6g5,b2e2,c9e7,b0c2|b9d8
c3c4,g6g5,b2e2,c9e7,b0c2,h9g7|a0b0
c3c4,g6g5,b2e2,c9e7,b0c2,h9g7,a0b0|b9d8
c3c4,g6g5,b2e2,c9e7,b0c2,h9g7,a0b0,b9d8|h0g2
c3c4,g6g5,b2e2,c9e7,b0c2,h9g7,a0b0,b9d8,h0g2|a9c9
c3c4,g6g5,b2e2,c9e7,b0c2,h9g7,a0b0,b9d8,h0g2,a9c9|i0i1
c3c4,g6g5,b2e2,c9e7,b0c2,h9g7,a0b0,b9d8,h0g2,a9c9,i0i1|c6c5
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2b4,c6c5|b0c2
h2e2,b9c7,h0g2,h7f7,i0h0,h9g7,b2b4,c6c5,b0c2|g6g5
g0e2,b9c7,g3g4,c6c5,h0g2,a9a8,b0a2,g9e7,a0a1,a8f8,i0i1|h9g7
h2e2,b9c7,h0g2,h7f7,g3g4,i9i8,i0h0,h9g7,c3c4|i8d8
h2e2,b9c7,h0g2,h7f7,g3g4,i9i8,i0h0,h9g7,c3c4,i8d8|b2c2
h2e2,b9c7,h0g2,h7f7,g3g4,i9i8,i0h0,h9g7,c3c4,i8d8,b2c2|d8d5
h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,b0a2,c6c5,h0h4,g6g5,c3c4|c5c4
g0e2,h7d7,h2f2,h9g7,h0g2,i9h9,c3c4,b9a7,b0c2,h9h5|i0h0
g0e2,h7d7,h2f2,h9g7,h0g2,i9h9,c3c4,b9a7,b0c2,h9h5,i0h0|h5h0
c3c4,b7c7,b0a2,b9a7,b2b6|h9g7
c3c4,b7c7,b0a2,b9a7,b2b6,h9g7|h2e2
c3c4,b7c7,b0a2,b9a7,b2b6,h9g7,h2e2|g9e7
c3c4,g6g5,b2d2,h7e7,h2e2,e7e3|f0e1
c3c4,g6g5,b2d2,h7e7,h2e2,e7e3,d0e1|b7e7
c3c4,g6g5,b2d2,h7e7,h2e2,e7e3,d0e1,b7e7|h0g2
c3c4,g6g5,b2d2,h7e7,h2e2,e7e3,d0e1,b7e7,h0g2|e3e4
c3c4,g6g5,b2d2,h7e7,h2e2,e7e3,d0e1,b7e7,h0g2,e3e4|b0c2
c3c4,g6g5,b2d2,h7e7,h2e2,e7e3,d0e1,b7e7,h0g2,e3e4,b0c2|i9i8
g0e2,g9e7,c3c4,g6g5,b0c2,b9a7,a0a1,a9a8,a1f1,h9g7,c2b4|b7b2
g0e2,b9c7,g3g4,c6c5,h0g2,a9a8,b0a2,h9g7|b2d2
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,b0c2,b9a7,g3g4|h9h5
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,b0c2,b9a7,g3g4,h9h5|h2i2
c3c4,h7e7,h0g2,h9g7,i0h0,i9h9,b0c2,b9a7,g3g4,h9h5,h2i2|h5h0
h2e2,h9g7,g3g4,i9h9,h0g2,b7e7,b0a2,b9c7,a0b0,c6c5|i0h0
h2e2,h9g7,g3g4,i9h9,h0g2,b7e7,b0a2,b9c7,a0b0,c6c5,i0h0|h7h3
c3c4,g6g5,b0c2,h9g7,h0i2,c9e7,h2f2,i9h9|i0h0
c3c4,g6g5,b0c2,h9g7,h0i2,c9e7,h2f2,i9h9,i0h0|h7h3
c3c4,g6g5,b0c2,h9g7,h0i2,c9e7,h2f2,i9h9,i0h0,h7h3|c0e2
c3c4,g6g5,b0c2,h9g7,h0i2,c9e7,h2f2,i9h9,i0h0,h7h3,c0e2|b7c7
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,h0h6,c9e7|b0a2
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,h0h6,c9e7,b0a2|d9e8
c3c4,g6g5,g0e2,h9g7,h0f1,g9e7|i0g0
c3c4,g6g5,g0e2,h9g7,h0f1,g9e7,i0g0|b9a7
c3c4,g6g5,g0e2,h9g7,h0f1,g9e7,i0g0,b9a7|b0c2
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6|b9c7
h2f2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6,b9c7|c3c4
c3c4,g6g5,b2d2,b7e7,h0g2|b9c7
c0e2,g6g5,h2g2,h9i7|h0i2
c0e2,g6g5,h2g2,h9i7,h0i2|i9h9
g0e2,b7e7,b0c2,c6c5,a0b0,b9c7,b2a2|h9g7
g0e2,b7e7,b0c2,c6c5,a0b0,b9c7,b2a2,h9g7|g3g4
g3g4,c6c5,g0e2|b9c7
c3c4,g6g5,b2e2,h9g7,b0c2,b9c7,a0b0,a9b9,h2g2|f9e8
c3c4,g6g5,b2e2,h9g7,b0c2,b9c7,a0b0,a9b9,h2g2,g7h5|h0i2
h2e2,b9c7,h0g2,h9i7,i0h0,i9i8|c3c4
h2e2,b9c7,h0g2,h9i7,i0h0,i9i8,b0c2|i8d8
h2e2,b9c7,h0g2,h9i7,i0h0,i9i8,b0c2,i8d8|b2b4
h2e2,b9c7,h0g2,h9i7,i0h0,i9i8,b0c2,i8d8,b2b4|d8d5
h2e2,b9c7,h0g2,h9i7,i0h0,i9i8,b0c2,i8d8,b2b4,d8d5|b4c4
h2e2,b9c7,h0g2,h9i7,i0h0,i9i8,b0c2,i8d8,b2b4,d8d5,b4c4|d5c5
c3c4,g6g5,h2g2,g9e7,h0i2,h9g7,i0h0,h7i7,b0c2|b9a7
c3c4,g6g5,h2g2,g9e7,h0i2,h9g7,i0h0,h7i7,b0c2,b9a7|c0e2
c3c4,g6g5,h2g2,g9e7,h0i2,h9g7,i0h0,h7i7,b0c2,b9a7,c0e2|a9a8
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,h9h5|i0h0
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,h9h5,i0h0|h5h0
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,h9h5,i0h0,h5h0|g2h0
h2e2,h9g7,g3g4,i9h9,h0g2,h7i7,c3c4,h9h5,i0h0,h5h0,g2h0|b7e7
h2e2,h9g7,h0g2,i9h9,i0h0,g6g5,h0h6,b9c7,b0c2,a9a8,b2a2|g7f5
c3c4,b7c7,g0e2,h7e7,h0g2|h9g7
c3c4,b7c7,g0e2,h7e7,h0g2,h9g7|b0a2
c3c4,b7c7,g0e2,h7e7,h0g2,h9g7,b0c2|i9h9
c3c4,b7c7,g0e2,h7e7,h0g2,h9g7,b0c2,i9h9|i0h0
c3c4,b7c7,g0e2,h7e7,h0g2,h9g7,b0c2,i9h9,i0h0|b9a7
c3c4,b7c7,g0e2,h7e7,h0g2,h9g7,b0c2,i9h9,i0h0,b9a7|c2b4
b0c2,c6c5,h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,h0h5|i8c8
b0c2,c6c5,h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,h0h5,i8c8|c0a2
b0c2,c6c5,h2e2,h7e7,h0g2,h9g7,i0h0,i9i8,h0h5,i8c8,c0a2|b9a7
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1,i9h9,b0c2,h9h5|e3e4
h2e2,b9c7,h0g2,h7f7,i0i1,h9g7,i1f1,i9h9,b0c2,h9h5,e3e4|d9e8
c3c4,b7c7,g0e2,h7e7,b0c2,h9g7,h0f1,a9a8|c2b4
h2e2,b7e7,h0g2,b9c7,i0h0,a9b9,b0c2|h7f7
h2e2,h9g7,g3g4,c6c5,b2b6|b9c7
h2e2,h9g7,g3g4,c6c5,b2b6,b9c7|b6c6
h2e2,h9g7,g3g4,c6c5,b2b6,b9c7,b6c6|g9e7
h2e2,h9g7,g3g4,c6c5,b2b6,b9c7,b6c6,i9h9|h0g2
h2f2,g6g5,h0i2,h9g7,b2e2,i9h9,b0c2,b7e7|a0b0
h2f2,g6g5,h0i2,h9g7,b2e2,i9h9,b0c2,b7e7,a0b0|b9c7
h2f2,g6g5,h0i2,h9g7,b2e2,i9h9,b0c2,b7e7,a0b0,b9c7|g3g4
h2f2,g6g5,h0i2,h9g7,b2e2,i9h9,b0c2,b7e7,a0b0,b9c7,g3g4|g5g4
h2e2,b9c7,h0g2,b7a7,i0h0,a9b9,b0c2,b9b3|a0b0
h2e2,b9c7,h0g2,b7a7,i0h0,a9b9,b0c2,b9b3,a0b0|i9i8
h2e2,b9c7,h0g2,b7a7,i0h0,a9b9,b0c2,b9b3,a0b0,i9i8|b2a2
b0c2,c6c5,b2a2,b9a7|a0b0
b0c2,c6c5,b2a2,b9a7,a0b0|a9b9
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,b2c2,a9a8|b0a2
h2e2,h9g7,h0g2,i9h9,i0h0,c6c5,g3g4,b9c7,b2c2,a9a8,b0a2|c7b5
g0e2,c6c5,g3g4,b9c7,h0g2,c7d5,i0i1|h7d7
g0e2,c6c5,g3g4,b9c7,h0g2,c7d5,i0i1,h7e7|b0c2
g0e2,c6c5,g3g4,b9c7,h0g2,c7d5,i0i1,h7e7,b0c2|h9g7
g0e2,c6c5,g3g4,b9c7,h0g2,c7d5,i0i1,h7e7,b0c2,h9g7|i1d1
g0e2,c6c5,g3g4,b9c7,h0g2,c7d5,i0i1,h7e7,b0c2,h9g7,i1d1|b7b5
c3c4,c9e7,b0c2,g6g5,b2a2,b7c7|g0e2
g0e2,h7f7,c3c4,h9g7,b0c2|i9h9
